USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
ssma     12856  0.0  0.0 441668  8456 ?        Sl   Apr08   3:02 python crawl_batch2.py query2/batch/query_batch_11
ssma     12857  0.0  0.0 521416  5212 ?        Sl   Apr08   0:58 python crawl_batch2.py query2/batch/query_batch_12
ssma     12858  0.0  0.0 570296  7832 ?        Sl   Apr08   2:43 python crawl_batch2.py query2/batch/query_batch_13
ssma     12860  0.0  0.0 543180  7984 ?        Sl   Apr08   0:34 python crawl_batch2.py query2/batch/query_batch_14
ssma     12861  0.0  0.0 549228  4984 ?        Sl   Apr08   0:52 python crawl_batch2.py query2/batch/query_batch_15
ssma     12863  0.0  0.0 619408  7468 ?        Sl   Apr08   3:03 python crawl_batch2.py query2/batch/query_batch_16
ssma     12864  0.0  0.0 606744 10672 ?        Sl   Apr08   2:31 python crawl_batch2.py query2/batch/query_batch_17
ssma     12865  0.0  0.0 492088  7452 ?        Sl   Apr08   1:12 python crawl_batch2.py query2/batch/query_batch_18
ssma     12866  0.0  0.0 505716  6728 ?        Sl   Apr08   0:32 python crawl_batch2.py query2/batch/query_batch_19
ssma     12867  0.0  0.0 505892  7296 ?        Sl   Apr08   1:47 python crawl_batch2.py query2/batch/query_batch_20
ssma     12870  0.0  0.0 497136  4156 ?        Sl   Apr08   1:04 python crawl_batch2.py query2/batch/query_batch_21
ssma     12871  0.0  0.0 494212  4552 ?        Sl   Apr08   0:47 python crawl_batch2.py query2/batch/query_batch_22
ssma     12872  0.0  0.0 1339156 10368 ?       Sl   Apr08   0:47 python crawl_batch2.py query2/batch/query_batch_23
ssma     12873  0.0  0.0 592904  5772 ?        Sl   Apr08   0:46 python crawl_batch2.py query2/batch/query_batch_24
ssma     12874  0.0  0.0 462636  6840 ?        Sl   Apr08   0:32 python crawl_batch2.py query2/batch/query_batch_25
ssma     12875  0.0  0.0 431108  5708 ?        Sl   Apr08   0:31 python crawl_batch2.py query2/batch/query_batch_26
ssma     12876  0.0  0.0 549420  8208 ?        Sl   Apr08   1:17 python crawl_batch2.py query2/batch/query_batch_27
ssma     12877  0.0  0.0 506532  7404 ?        Sl   Apr08   1:30 python crawl_batch2.py query2/batch/query_batch_28
ssma     12878  0.0  0.0 1200588 14472 ?       Sl   Apr08   1:42 python crawl_batch2.py query2/batch/query_batch_29
ssma     12880  0.0  0.0 549660  6932 ?        Sl   Apr08   0:39 python crawl_batch2.py query2/batch/query_batch_30
ssma     12881  0.0  0.0 492196  5560 ?        Sl   Apr08   0:29 python crawl_batch2.py query2/batch/query_batch_31
ssma     12882  0.0  0.0 483756  6672 ?        Sl   Apr08   1:04 python crawl_batch2.py query2/batch/query_batch_32
ssma     12883  0.0  0.0 438448  8076 ?        Sl   Apr08   3:02 python crawl_batch2.py query2/batch/query_batch_33
ssma     12884  0.0  0.0 564224  5964 ?        Sl   Apr08   0:54 python crawl_batch2.py query2/batch/query_batch_34
ssma     12885  0.0  0.0 494148  8688 ?        Sl   Apr08   1:31 python crawl_batch2.py query2/batch/query_batch_35
ssma     12886  0.0  0.0 3386728 24404 ?       Sl   Apr08   1:34 python crawl_batch2.py query2/batch/query_batch_36
ssma     12887  0.0  0.0 557892  8804 ?        Sl   Apr08   1:35 python crawl_batch2.py query2/batch/query_batch_37
ssma     12888  0.0  0.0 619972  6412 ?        Sl   Apr08   1:04 python crawl_batch2.py query2/batch/query_batch_38
ssma     12889  0.0  0.0 496372  8472 ?        Sl   Apr08   0:40 python crawl_batch2.py query2/batch/query_batch_39
ssma     12890  0.0  0.0 513020 11380 ?        Sl   Apr08   1:34 python crawl_batch2.py query2/batch/query_batch_40
ssma     12891  0.0  0.0 504252  8080 ?        Sl   Apr08   1:20 python crawl_batch2.py query2/batch/query_batch_41
ssma     12892  0.0  0.0 511548 10704 ?        Sl   Apr08   2:07 python crawl_batch2.py query2/batch/query_batch_42
ssma     12894  0.0  0.0 488084  6888 ?        Sl   Apr08   0:23 python crawl_batch2.py query2/batch/query_batch_43
ssma     12895  0.0  0.0 420896  4696 ?        Sl   Apr08   0:29 python crawl_batch2.py query2/batch/query_batch_44
ssma     12896  0.0  0.0 483076  3388 ?        Sl   Apr08   1:03 python crawl_batch2.py query2/batch/query_batch_45
ssma     12897  0.0  0.0 500960  5264 ?        Sl   Apr08   0:42 python crawl_batch2.py query2/batch/query_batch_46
ssma     12898  0.0  0.0 470816  5152 ?        Sl   Apr08   0:14 python crawl_batch2.py query2/batch/query_batch_47
ssma     12899  0.0  0.0 484324  5248 ?        Sl   Apr08   0:31 python crawl_batch2.py query2/batch/query_batch_48
ssma     12906  0.0  0.0 556708  6024 ?        Sl   Apr08   1:07 python crawl_batch2.py query2/batch/query_batch_49
ssma     12907  0.0  0.0 497400  5576 ?        Sl   Apr08   1:43 python crawl_batch2.py query2/batch/query_batch_50
ssma     12908  0.0  0.0 490140  8320 ?        Sl   Apr08   0:22 python crawl_batch2.py query2/batch/query_batch_51
ssma     12909  0.0  0.0 490964  5752 ?        Sl   Apr08   2:00 python crawl_batch2.py query2/batch/query_batch_52
ssma     12910  0.0  0.0 477864  3168 ?        Sl   Apr08   0:20 python crawl_batch2.py query2/batch/query_batch_53
ssma     12911  0.0  0.0 486996  4364 ?        Sl   Apr08   0:42 python crawl_batch2.py query2/batch/query_batch_54
ssma     12912  0.0  0.0 412076  6672 ?        Sl   Apr08   0:33 python crawl_batch2.py query2/batch/query_batch_55
ssma     12914  0.0  0.0 405172  4448 ?        Sl   Apr08   0:08 python crawl_batch2.py query2/batch/query_batch_56
ssma     12915  0.0  0.0 490128  4212 ?        Sl   Apr08   0:24 python crawl_batch2.py query2/batch/query_batch_57
ssma     12917  0.0  0.0 483892  4336 ?        Sl   Apr08   0:21 python crawl_batch2.py query2/batch/query_batch_58
ssma     12918  0.0  0.0 472420  3604 ?        Sl   Apr08   1:05 python crawl_batch2.py query2/batch/query_batch_59
ssma     12919  0.0  0.0 494524  5160 ?        Sl   Apr08   1:46 python crawl_batch2.py query2/batch/query_batch_60
ssma     12920  0.0  0.0 554148  4264 ?        Sl   Apr08   0:29 python crawl_batch2.py query2/batch/query_batch_61
ssma     12921  0.0  0.0 482480  4448 ?        Sl   Apr08   0:24 python crawl_batch2.py query2/batch/query_batch_62
ssma     12922  0.0  0.0 491308  6356 ?        Sl   Apr08   0:11 python crawl_batch2.py query2/batch/query_batch_63
ssma     12923  0.0  0.0 526604  5824 ?        Sl   Apr08   0:14 python crawl_batch2.py query2/batch/query_batch_64
ssma     12924  0.0  0.0 749632  6088 ?        Sl   Apr08   1:01 python crawl_batch2.py query2/batch/query_batch_65
ssma     12925  0.0  0.0 471452  4800 ?        Sl   Apr08   0:32 python crawl_batch2.py query2/batch/query_batch_66
ssma     12926  0.0  0.0 529168  7940 ?        Sl   Apr08   1:12 python crawl_batch2.py query2/batch/query_batch_67
ssma     12927  0.0  0.0 418460 10208 ?        Sl   Apr08   0:11 python crawl_batch2.py query2/batch/query_batch_68
ssma     12928  0.0  0.0 538516  4984 ?        Sl   Apr08   1:04 python crawl_batch2.py query2/batch/query_batch_69
ssma     12929  0.0  0.0 403864  3848 ?        Sl   Apr08   0:07 python crawl_batch2.py query2/batch/query_batch_70
ssma     12930  0.0  0.0 509328 10468 ?        Sl   Apr08   2:27 python crawl_batch2.py query2/batch/query_batch_71
ssma     12931  0.0  0.0 488372  4740 ?        Sl   Apr08   1:58 python crawl_batch2.py query2/batch/query_batch_72
ssma     12932  0.0  0.0 802676 12128 ?        Sl   Apr08   0:22 python crawl_batch2.py query2/batch/query_batch_73
ssma     12933  0.0  0.0 487204  3992 ?        Sl   Apr08   0:36 python crawl_batch2.py query2/batch/query_batch_74
ssma     12934  0.0  0.0 492308  5620 ?        Sl   Apr08   0:23 python crawl_batch2.py query2/batch/query_batch_75
ssma     12935  0.0  0.0 489436  6424 ?        Sl   Apr08   1:47 python crawl_batch2.py query2/batch/query_batch_76
ssma     12936  0.0  0.0 544376  6384 ?        Sl   Apr08   0:50 python crawl_batch2.py query2/batch/query_batch_77
ssma     12937  0.0  0.0 537732  3996 ?        Sl   Apr08   0:49 python crawl_batch2.py query2/batch/query_batch_78
ssma     12939  0.0  0.0 499640 11836 ?        Sl   Apr08   0:46 python crawl_batch2.py query2/batch/query_batch_79
ssma     12940  0.0  0.0 496028  5916 ?        Sl   Apr08   0:44 python crawl_batch2.py query2/batch/query_batch_80
ssma     12941  0.0  0.0 483684  4696 ?        Sl   Apr08   0:28 python crawl_batch2.py query2/batch/query_batch_81
ssma     12942  0.0  0.0 482820  3996 ?        Sl   Apr08   0:25 python crawl_batch2.py query2/batch/query_batch_82
ssma     12943  0.0  0.0 500592  8840 ?        Sl   Apr08   0:37 python crawl_batch2.py query2/batch/query_batch_83
ssma     12976  0.0  0.0 472864  5760 ?        Sl   Apr08   0:58 python crawl_batch2.py query2/batch/query_batch_84
ssma     12997  0.0  0.0 480280  5768 ?        Sl   Apr08   0:33 python crawl_batch2.py query2/batch/query_batch_85
ssma     12998  0.0  0.0 408948  4852 ?        Sl   Apr08   0:53 python crawl_batch2.py query2/batch/query_batch_86
ssma     13013  0.0  0.0 421312  6744 ?        Sl   Apr08   0:23 python crawl_batch2.py query2/batch/query_batch_87
ssma     13020  0.0  0.0 539116  9444 ?        Sl   Apr08   0:11 python crawl_batch2.py query2/batch/query_batch_88
ssma     13022  0.0  0.0 425420  9488 ?        Sl   Apr08   0:11 python crawl_batch2.py query2/batch/query_batch_89
ssma     13025  0.0  0.0 571756  6812 ?        Sl   Apr08   0:39 python crawl_batch2.py query2/batch/query_batch_90
ssma     13056  0.0  0.0 540488  8544 ?        Sl   Apr08   0:23 python crawl_batch2.py query2/batch/query_batch_91
ssma     13057  0.0  0.0 502352 12448 ?        Sl   Apr08   1:45 python crawl_batch2.py query2/batch/query_batch_92
ssma     13066  0.0  0.0 335844  5352 ?        Sl   Apr08   0:12 python crawl_batch2.py query2/batch/query_batch_93
ssma     13069  0.0  0.0 413820  6240 ?        Sl   Apr08   0:40 python crawl_batch2.py query2/batch/query_batch_94
ssma     13071  0.0  0.0 403624  5752 ?        Sl   Apr08   0:08 python crawl_batch2.py query2/batch/query_batch_95
ssma     13072  0.0  0.0 474152  6568 ?        Sl   Apr08   0:21 python crawl_batch2.py query2/batch/query_batch_96
ssma     13073  0.0  0.0 595764  7324 ?        Sl   Apr08   0:40 python crawl_batch2.py query2/batch/query_batch_97
ssma     13089  0.0  0.0 460864  7536 ?        Sl   Apr08   0:43 python crawl_batch2.py query2/batch/query_batch_98
olga     13192  0.0  0.3 1184420 173912 pts/9  Sl+  Apr15   2:31 /afs/cs.stanford.edu/package/matlab-r2011b/matlab/r2011b/bin/glnxa64/MATLAB
jkrause  13518  0.0  0.0 110416  1696 pts/6    S+   Apr16   0:00 screen
root     13523  0.0  0.0 113876  4880 ?        Ss   Apr16   0:00 SCREEN
jkrause  13524  0.0  0.0  65796  1860 pts/7    Ss   Apr16   0:00 /bin/bash
jkrause  13818  0.0  0.0  65796  1840 pts/16   Ss+  Apr16   0:00 /bin/bash
jkrause  13943  0.0  0.0  65796  1836 pts/17   Ss   Apr16   0:00 /bin/bash
jkrause  14041  0.0  0.0 113080  3616 pts/17   S+   Apr16   0:00 mysql geocars_crawled
root     14354  0.8  0.0      0     0 ?        S    Apr10  86:18 [pdflush]
apache   14521  1.1  0.0 652212 44920 ?        Sl   13:50   0:01 /usr/sbin/httpd
apache   14523  2.1  0.1 661304 52640 ?        Sl   13:50   0:02 (wsgi:pydaemon-
mysql    14554 79.5 18.8 26997248 9314332 ?    Sl   Apr10 8162:24 /usr/libexec/mysqld --basedir=/usr --datadir=/imagenetdb/mysql --user=mysql --pid-file=/var/run/mysqld/mysqld.pid --skip-external-locking --socket=/var/lib/mysql/mysql.sock
apache   14685  0.0  0.0 318100 24588 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14686  0.0  0.0 318100 24596 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14687  0.1  0.0 318100 23672 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14688  0.0  0.0 318100 24592 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14689  0.0  0.0 318100 23632 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14690  0.0  0.0 318100 23492 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14691  0.1  0.0 318100 23656 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14692  0.0  0.0 318100 23736 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14759  0.0  0.0 314984 20872 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14774  0.0  0.0 314984 20868 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14775  0.1  0.0 314984 20836 ?        R    13:50   0:00 /usr/sbin/httpd
apache   14782  0.0  0.0 316008 20968 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14783  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14784  0.2  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14785  0.0  0.0 318100 23388 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14792  0.2  0.0 314984 20840 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14794  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14795  0.0  0.0 318100 24508 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14796  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14797  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14798  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14799  0.0  0.0 318100 23692 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14800  0.0  0.0 314984 20868 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14814  0.0  0.0 318100 23764 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14815  0.0  0.0 318100 23776 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14816  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14817  0.0  0.0 318100 23760 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14818  0.0  0.0 318100 24600 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14819  0.0  0.0 318100 24604 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14821  0.0  0.0 318100 23652 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14823  0.0  0.0 316008 21640 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14824  0.0  0.0 318100 24588 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14825  0.0  0.0 318280 24616 ?        D    13:50   0:00 /usr/sbin/httpd
apache   14827  0.0  0.0 318100 23736 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14828  0.2  0.0 318100 23680 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14829  0.1  0.0 318100 23696 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14830  0.0  0.0 316008 21628 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14831  0.0  0.0 318100 23724 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14832  0.1  0.0 318100 23656 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14848  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14849  0.0  0.0 316008 21684 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14850  0.0  0.0 316008 21060 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14851  0.0  0.0 318100 23520 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14852  0.0  0.0 318100 23768 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14854  0.0  0.0 318100 23620 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14855  0.0  0.0 318100 23656 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14857  0.0  0.0 318100 23680 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14858  0.0  0.0 318100 23492 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14859  0.0  0.0 318100 23740 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14861  0.0  0.0 318100 23664 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14863  0.0  0.0 318100 23548 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14864  0.0  0.0 314984 20856 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14865  0.0  0.0 318100 23692 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14866  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14867  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14868  0.0  0.0 318100 24520 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14869  0.0  0.0 318100 24580 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14870  0.0  0.0 318100 23536 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14871  0.0  0.0 318100 24616 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14872  0.0  0.0 318100 23544 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14873  0.0  0.0 318100 23692 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14874  0.0  0.0 314984 20840 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14875  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14876  0.0  0.0 318100 23748 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14877  0.0  0.0 314984 20860 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14878  0.1  0.0 318100 24472 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14879  0.0  0.0 314984 20852 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14880  0.0  0.0 316008 21040 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14881  0.0  0.0 316008 21040 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14882  0.0  0.0 316008 22188 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14883  0.0  0.0 318100 23708 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14958  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14969  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14970  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14986  0.0  0.0 314984 20852 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14987  0.0  0.0 314984 20852 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14988  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14989  0.0  0.0 314984 20840 ?        S    13:50   0:00 /usr/sbin/httpd
apache   14999  0.0  0.0 318100 24224 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15000  0.0  0.0 318100 23696 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15001  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15002  0.0  0.0 318100 24332 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15004  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15006  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15007  0.0  0.0 314984 20852 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15008  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15073  0.0  0.0 318100 23572 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15131  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15138  0.0  0.0 316008 21544 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15139  0.0  0.0 314984 20836 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15146  0.0  0.0 318100 23732 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15147  0.0  0.0 318100 23480 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15148  0.0  0.0 314984 20840 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15149  0.0  0.0 318100 24532 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15211  0.0  0.0 318100 24568 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15223  0.0  0.0 318100 23380 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15224  0.0  0.0 318100 23572 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15235  0.0  0.0 318100 23528 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15236  0.0  0.0 318100 24372 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15237  0.0  0.0 318100 24464 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15240  0.0  0.0 316008 21040 ?        S    13:50   0:00 /usr/sbin/httpd
apache   15290  0.0  0.0 316008 20956 ?        S    13:51   0:00 /usr/sbin/httpd
apache   15302  0.0  0.0 318100 23740 ?        S    13:51   0:00 /usr/sbin/httpd
apache   15303  0.0  0.0 318100 24456 ?        S    13:51   0:00 /usr/sbin/httpd
apache   15311  0.0  0.0 314984 20836 ?        S    13:51   0:00 /usr/sbin/httpd
apache   15313  0.0  0.0 318100 23772 ?        S    13:51   0:00 /usr/sbin/httpd
apache   15314  0.0  0.0 318100 23484 ?        S    13:51   0:00 /usr/sbin/httpd
apache   15315  0.0  0.0 318100 23692 ?        S    13:51   0:00 /usr/sbin/httpd
tgebru   15970  0.0  0.0  64932   984 pts/48   R+   13:52   0:00 ps -aux
tgebru   15972  0.0  0.0  58944   508 pts/48   S+   13:52   0:00 cat
root     19065  0.0  0.0 152568  1412 ?        Ss   Apr07   4:43 cupsd
ssma     19284  0.0  0.0  65396  1324 pts/4    Ss   Apr15   0:00 /bin/bash
ssma     19349  0.0  0.0 112756  3060 pts/4    S+   Apr15   0:00 mysql -u ssma bbox_collection_ilsvrc2014
ssma     19805  0.5  0.0  12600  1572 pts/14   S+   Apr15  13:37 top
root     20216  0.0  0.0 116024  6980 ?        Ss   Apr16   0:07 SCREEN
tgebru   20243  0.0  0.0  66164  2264 pts/21   Ss   Apr16   0:00 /bin/bash
ssma     20444  0.0  0.0 180628 12032 pts/26   S+   Apr16   0:14 python testbbox_V0.3.py gentask
ssma     20455  0.0  0.0  65524  1336 pts/28   Ss   Apr16   0:00 /bin/bash
ssma     20484  0.4  0.0 202376 14052 pts/28   S+   Apr16   9:56 python testbbox_V0.3.py debug
root     21224  0.0  0.0  25476   612 ?        S<sl Apr07   6:31 auditd
root     21226  0.0  0.0  81832   744 ?        S<sl Apr07  13:36 /sbin/audispd
olga     21422  0.0  0.0 166472 11876 pts/3    S+   Apr15   0:21 emacs demo_eval_det.m
ssma     21556  0.0  0.0 110416  1392 pts/62   S+   Apr15   0:00 screen -r 24807
root     21561  0.0  0.0 140700   908 ?        Ssl  Apr07   4:31 automount --pid-file /var/run/autofs.pid
root     21620  0.0  0.0   3828   456 ?        Ss   Apr07   0:00 /usr/sbin/acpid
ssma     21993  0.0  0.0  65524  1480 pts/27   Ss+  Apr15   0:00 /bin/bash
tgebru   22089  0.0  0.0  66164  2288 pts/40   Ss+  Apr16   0:00 /bin/bash
root     22283  0.0  0.0 170272  9476 ?        S    Apr16   0:02 python /usr/bin/denyhosts.py --daemon --config=/etc/denyhosts.conf
olga     22357  0.0  0.0  81996   916 ?        Ss   Apr09   0:00 /usr/bin/perl /afs/cs/software/bin/reauth
jkrause  22574  0.0  0.2 1061252 106060 pts/65 Sl+  Apr15   0:06 /afs/cs.stanford.edu/package/matlab-r2012b/matlab/r2012b/bin/glnxa64/MATLAB
tgebru   22827  0.0  0.0  66164  2280 pts/22   Ss   Apr16   0:00 /bin/bash
ssma     23192  0.2  0.1 218268 56988 pts/1    S+   11:11   0:24 python import_images.py
root     24555  0.0  0.2 227936 113616 ?       Ssl  Apr13   4:37 /usr/bin/ruby /usr/sbin/puppetd --server=vigilante.stanford.edu --logdest=/var/log/puppet/puppet.log --listen
root     24807  0.0  0.0 110812  1604 ?        Ss   Apr15   2:08 SCREEN
ssma     24808  0.0  0.0  65524  1428 pts/1    Ss   Apr15   0:00 /bin/bash
root     24927  0.0  0.0 216840   596 ?        S    Apr07   0:00 /usr/sbin/gdm-binary -nodaemon
root     24929  0.0  0.0 163336   688 ?        S    Apr07   0:00 /usr/libexec/gdm-rh-security-token-helper
root     24930  0.0  0.0 104996  1668 tty7     Ss+  Apr07   3:20 /usr/bin/Xorg :0 -br -audit 0 -auth /var/gdm/:0.Xauth -nolisten tcp vt7
gdm      25092  0.0  0.0 219960  3952 ?        Ss   Apr07   5:25 /usr/libexec/gdmgreeter
jkrause  25974  0.0  0.0  83184  2708 ?        Ss   Apr15   0:00 /usr/bin/perl /afs/cs/software/bin/reauth
olga     26104  0.0  0.0  83236  1576 pts/24   Ss   Apr07   0:00 -bin/tcsh
root     26176  0.0  0.0 126136  3036 ?        Ss   Apr15   0:00 sshd: ssma [priv]
jkrause  26311  0.0  0.0  83172  2684 ?        Ss   Apr15   0:00 /usr/bin/perl /afs/cs/software/bin/reauth
ssma     26341  0.0  0.0 126280  2016 ?        S    Apr15   0:00 sshd: ssma@notty 
ssma     26342  0.0  0.0  55692  1904 ?        Ss   Apr15   0:00 /usr/libexec/openssh/sftp-server
olga     26368  0.0  0.0  83232   696 pts/13   Ss+  Apr10   0:00 -bin/tcsh
ssma     27722  0.0  0.0 538432  5432 ?        Sl   Apr07   0:48 python crawl_batch2.py query2/batch/query_batch_01
ssma     27723  0.0  0.0 615224  5396 ?        Sl   Apr07   0:52 python crawl_batch2.py query2/batch/query_batch_02
ssma     27724  0.0  0.0 538672  6556 ?        Sl   Apr07   0:43 python crawl_batch2.py query2/batch/query_batch_03
ssma     27725  0.0  0.0 806552  6268 ?        Sl   Apr07   0:48 python crawl_batch2.py query2/batch/query_batch_04
ssma     27726  0.0  0.0 545584  5432 ?        Sl   Apr07   0:51 python crawl_batch2.py query2/batch/query_batch_05
ssma     27727  0.0  0.0 543740  6164 ?        Sl   Apr07   0:45 python crawl_batch2.py query2/batch/query_batch_06
ssma     27728  0.0  0.0 618840  7172 ?        Sl   Apr07   1:32 python crawl_batch2.py query2/batch/query_batch_07
ssma     27729  0.0  0.0 667876  6496 ?        Sl   Apr07   0:56 python crawl_batch2.py query2/batch/query_batch_08
ssma     27730  0.0  0.0 618000  7536 ?        Sl   Apr07   1:21 python crawl_batch2.py query2/batch/query_batch_09
ssma     27731  0.0  0.0 872752  6908 ?        Sl   Apr07   0:35 python crawl_batch2.py query2/batch/query_batch_10
ssma     27732  0.0  0.0 554528  6612 ?        Sl   Apr07   1:24 python crawl_batch2.py query2/batch/query_batch_11
ssma     27733  0.0  0.0 607628  6564 ?        Sl   Apr07   1:57 python crawl_batch2.py query2/batch/query_batch_12
ssma     27734  0.0  0.0 610308  6104 ?        Sl   Apr07   0:59 python crawl_batch2.py query2/batch/query_batch_13
ssma     27735  0.0  0.0 676812  8924 ?        Sl   Apr07   2:44 python crawl_batch2.py query2/batch/query_batch_14
ssma     27736  0.0  0.0 541016  5556 ?        Sl   Apr07   1:26 python crawl_batch2.py query2/batch/query_batch_15
ssma     27737  0.0  0.0 606016  5472 ?        Sl   Apr07   0:43 python crawl_batch2.py query2/batch/query_batch_16
ssma     27738  0.0  0.0 615164  5672 ?        Sl   Apr07   0:39 python crawl_batch2.py query2/batch/query_batch_17
ssma     27739  0.0  0.0 619988  5344 ?        Sl   Apr07   0:57 python crawl_batch2.py query2/batch/query_batch_18
ssma     27740  0.0  0.0 616048  7504 ?        Sl   Apr07   1:07 python crawl_batch2.py query2/batch/query_batch_19
